License Number,Full Name,NPN Number,Residency Type,License Status,License Issue Date,Business City,Business State,Business Zip,Business County
W805711,"COASTAL CLAIMS SERVICES, LLC","=""19810069""",Resident,VALID,11/18/2021 12:00:00 AM,NEW SMYRNA BEACH,FL,"=""32168""",Volusia
W837028,EXPRESS PUBLIC ADJUSTING LLC,"=""20264341""",Resident,VALID,3/10/2022 12:00:00 AM,FT LAUDERDALE,FL,"=""33301""",Broward
W813418,"TRUSTED PUBLIC ADJUSTERS, INC.","=""20178749""",Resident,VALID,12/16/2021 12:00:00 AM,MIAMI,FL,"=""33165""",Dade
W815161,RELIABLE CLAIMS ADJUSTING,"=""20184659""",Resident,VALID,12/22/2021 12:00:00 AM,ST PETERSBURG,FL,"=""33702""",Pinellas
W815162,QUALITY CLAIMS MANAGEMENT CORPORATION,"=""9152893""",Non-Resident,VALID,12/22/2021 12:00:00 AM,SAN DIEGO,CA,"=""92108""",
W809988,LOSSUP ADJUST INSURANCE CONSULTANT LLC,"=""20166818""",Resident,VALID,12/6/2021 12:00:00 AM,ORLANDO,FL,"=""32819""",Orange
W811057,"INSURANCE CONSULTING ACA, LLC","=""20169623""",Resident,VALID,12/8/2021 12:00:00 AM,TAMPA,FL,"=""33626""",Hillsborough
W816375,MORCATE INSURANCE CONSULTING,"=""20189719""",Resident,VALID,12/29/2021 12:00:00 AM,CLEWISTON,FL,"=""33440""",Hendry
W807450,SUNSHINE STATE PUBLIC ADJUSTERS INC,"=""20156973""",Resident,VALID,11/28/2021 12:00:00 AM,PLANTATION,FL,"=""33324""",Broward
W819563,"APICELLA ADJUSTERS, INC.","=""3407003""",Non-Resident,VALID,1/13/2022 12:00:00 AM,ORANGE,CT,"=""06477""",
W817751,"ACCURATE CLAIM ADJUSTERS, LLC","=""20196759""",Resident,VALID,1/6/2022 12:00:00 AM,ORLANDO,FL,"=""32825""",Orange
W807831,TOWER CLAIMS ADUSTERS LLC,"=""20160310""",Resident,VALID,11/30/2021 12:00:00 AM,TAMPA,FL,"=""33612""",Hillsborough
W808324,ALTIERI TRANSCO AMERICAN CLAIMS CORPORATION DBA ALTIERI INSURANCE CONSULTANTS,"=""8095247""",Resident,VALID,12/1/2021 12:00:00 AM,TAMPA,FL,"=""33602""",Hillsborough
W819873,SOLARES GROUP INC,"=""20203826""",Resident,VALID,1/13/2022 12:00:00 AM,DORAL,FL,"=""33122""",Dade
W816381,"ALL DAMAGES PUBLIC ADJUSTERS, INC.","=""20189697""",Resident,VALID,12/29/2021 12:00:00 AM,MIAMI SPRINGS,FL,"=""33166""",Dade
W812092,PROCLAIM HELP INC.,"=""19937785""",Resident,VALID,12/10/2021 12:00:00 AM,BOYNTON BEACH,FL,"=""33437""",Palm Beach
W811524,"SURPLUS SERVICES, INC","=""20171083""",Resident,VALID,12/9/2021 12:00:00 AM,MIAMI,FL,"=""33173""",Dade
W807482,BERKELEY INTERNATIONAL INC.,"=""17914636""",Resident,VALID,11/29/2021 12:00:00 AM,JACKSONVILLE,FL,"=""32257""",Duval
W807460,ATLANTIC CLAIMS ADJUSTERS & APPRAISERS LLC,"=""20158619""",Resident,VALID,11/29/2021 12:00:00 AM,MIAMI,FL,"=""33015""",Dade
W807815,DONATELLE CLAIM ADVISORS,"=""20160311""",Resident,VALID,11/30/2021 12:00:00 AM,NORTH PORT,FL,"=""34287""",Sarasota
W807816,"PARAMOUNT CONSULTING BY THE RAAM GROUP, INC.","=""8201907""",Resident,VALID,11/30/2021 12:00:00 AM,MIAMI LAKES,FL,"=""33016""",Dade
W807603,MANRESA GROUP LLC,"=""20158633""",Resident,VALID,11/29/2021 12:00:00 AM,OCALA,FL,"=""34480""",Marion
W807605,ALL CLAIMS PUBLIC ADJUSTER,"=""20158624""",Resident,VALID,11/29/2021 12:00:00 AM,WELLINGTON,FL,"=""33414""",Palm Beach
W807970,ANDREW K. KNOX AND COMPANY,"=""7822570""",Non-Resident,VALID,11/30/2021 12:00:00 AM,TOMS RIVER,NJ,"=""08753""",
W813646,JHT PUBLIC ADJUSTERS LLC,"=""20178765""",Resident,VALID,12/16/2021 12:00:00 AM,POLK CITY,FL,"=""33868""",Polk
W820363,"DEPENDABLE CLAIMS SPECIALISTS, INC","=""20205995""",Resident,VALID,1/17/2022 12:00:00 AM,WELLINGTON,FL,"=""33411""",Palm Beach
W809895,FLORIDA ADJUSTERS CONSULTING,"=""20164636""",Resident,VALID,12/3/2021 12:00:00 AM,MIRAMAR,FL,"=""33027""",Broward
W812392,AMERICAN PREMIER CLAIM CONSULTANT,"=""20174209""",Resident,VALID,12/13/2021 12:00:00 AM,NEWBERRY,FL,"=""32669""",Gilchrist
W821199,PROPERTY PROS CONSULTING,"=""20209353""",Resident,VALID,1/19/2022 12:00:00 AM,MACCLENNY,FL,"=""32063""",Baker
W818362,"ANEOSIS INSURANCE SERVICING GROUP, INC. DBA TRULOSS CLAIMS ADJUSTERS","=""20198156""",Resident,VALID,1/9/2022 12:00:00 AM,STUART,FL,"=""34997""",Martin
W805857,PVB PUBLIC ADJUSTERS LLC.,"=""20150218""",Resident,VALID,11/19/2021 12:00:00 AM,JACKSONVILLE,FL,"=""32257""",Duval
W816926,"FLAGSHIPS CONSULTING, INC","=""20192489""",Resident,VALID,1/3/2022 12:00:00 AM,MIAMI,FL,"=""33175""",Dade
W818099,IMAGINE SOLUTIONS PUBLIC ADUSTING INC,"=""20197660""",Resident,VALID,1/7/2022 12:00:00 AM,MIAMI,FL,"=""33185""",Dade
W817438,BOLT ADJUSTERS INC,"=""20195418""",Resident,VALID,1/5/2022 12:00:00 AM,CORAL GABLES,FL,"=""33134""",Dade
W809679,SOLUTION CLAIMS ADJUSTERS INC.,"=""20164621""",Resident,VALID,12/3/2021 12:00:00 AM,MIAMI,FL,"=""33175""",Dade
W818802,VETERAN'S VENTURES LLC DBA PROPERTY PROS CONSULTING,"=""19704431""",Resident,VALID,1/11/2022 12:00:00 AM,JACKSONVILLE,FL,"=""32256""",Duval
W818848,DDAVIS & ASSOCIATES INC,"=""15857908""",Resident,VALID,1/11/2022 12:00:00 AM,CORAL SPRINGS,FL,"=""33071""",Broward
W819792,"BERMUDEZ CLAIM SERVICES, INC.","=""20203835""",Resident,VALID,1/13/2022 12:00:00 AM,MIAMI,FL,"=""33155""",Dade
W811075,HARRELL ADJUSTING SERVICES,"=""20169625""",Resident,VALID,12/8/2021 12:00:00 AM,WINTER HAVEN,FL,"=""33880""",Polk
W808450,"AFTERMATH ADJUSTERS & CONSULTING, LLC","=""20162268""",Resident,VALID,12/1/2021 12:00:00 AM,CORAL SPRINGS,FL,"=""33071""",Broward
W809024,COHEN PUBLIC ADJUSTERS INC,"=""20163410""",Resident,VALID,12/2/2021 12:00:00 AM,LIGHTHOUSE POINT,FL,"=""33064""",Broward
W818892,ALL CLAIMS USA,"=""20200944""",Resident,VALID,1/11/2022 12:00:00 AM,BOCA RATON,FL,"=""33486""",Palm Beach
W841898,"HILLIS ADJUSTMENT AGENCY, INC.","=""2014175""",Non-Resident,VALID,3/25/2022 12:00:00 AM,BENSALEM,PA,"=""19020""",
W805907,GUARDIAN PUBLIC ADJUSTING LLC,"=""20150198""",Resident,VALID,11/19/2021 12:00:00 AM,CRAWFORDVILLE,FL,"=""32327""",Wakulla
W806205,AVILA PUBLIC ADJUSTING GROUP,"=""20152862""",Resident,VALID,11/22/2021 12:00:00 AM,MIAMI,FL,"=""33185""",Dade
W805924,"RUTLEDGE CLAIMS MANAGEMENT, INC.","=""18024588""",Non-Resident,VALID,11/19/2021 12:00:00 AM,SAN DIEGO,CA,"=""92108""",
W806250,"AMLOSS CLAIMS & ARBITRATION, LLC.","=""20152886""",Resident,VALID,11/22/2021 12:00:00 AM,FORT LAUDERDALE,FL,"=""33304""",Broward
W805951,FLORIDA'S VERY BEST PUBLIC ADJUSTERS LLC DBA FLORIDA'S BEST PUBLIC ADJUSTERS,"=""20150247""",Resident,VALID,11/19/2021 12:00:00 AM,DELRAY BEACH,FL,"=""33432""",Palm Beach
W806253,ALCONERO & ASSOCIATES LLC,"=""20152844""",Resident,VALID,11/22/2021 12:00:00 AM,MIAMI,FL,"=""33155""",Dade
W806819,"NATIONAL ADJUSTERS, INC.","=""20154646""",Resident,VALID,11/23/2021 12:00:00 AM,BONITA SPRINGS,FL,"=""34134""",Lee
W806323,"PINNACLE CLAIM SERVICES, INC.","=""20152878""",Resident,VALID,11/22/2021 12:00:00 AM,POMPANO BEACH,FL,"=""33069""",Broward
W806678,"STONE CLAIMS GROUP, INC.","=""19444618""",Resident,VALID,11/23/2021 12:00:00 AM,ST PETERSBURG,FL,"=""33701""",Pinellas
W806326,"ARIA CONSULTING, LLC","=""20152863""",Resident,VALID,11/22/2021 12:00:00 AM,MIAMI,FL,"=""33156""",Dade
W806679,FULCRUM CLAIMS CONSULTING,"=""20022889""",Non-Resident,VALID,11/23/2021 12:00:00 AM,ST. LOUIS,MO,"=""63127""",
W806330,INTERGROUP ADJUSTERS INC.,"=""20152857""",Resident,VALID,11/22/2021 12:00:00 AM,LARGO,FL,"=""33774""",Pinellas
W830989,TOTAL CLAIM SOURCE LLC,"=""20243898""",Resident,VALID,2/21/2022 12:00:00 AM,PLANT CITY,FL,"=""33565""",Hillsborough
W823403,HORIZON PUBLIC ADJUSTERS LLC,"=""20217178""",Resident,VALID,1/26/2022 12:00:00 AM,DEERFIELD BEACH,FL,"=""33441""",Broward
W827380,"NEXT LEVEL CLAIMS & ASSOCIATES, LLC","=""20232370""",Resident,VALID,2/9/2022 12:00:00 AM,FORT PIERCE,FL,"=""34951""",St. Lucie
W806463,"TROPICAL TRADEWINDS, LLC","=""20152877""",Resident,VALID,11/22/2021 12:00:00 AM,CORAL SPRINGS,FL,"=""33065""",Broward
W806464,"EQUITABLE APPRAISAL & ADJUSTMENT SERVICES, LTD","=""20152840""",Resident,VALID,11/22/2021 12:00:00 AM,BOYNTON BEACH,FL,"=""33436""",Palm Beach
W806700,ASKANADJUSTER TAMPA BAY LLC,"=""20154634""",Resident,VALID,11/23/2021 12:00:00 AM,TAMPA,FL,"=""33607""",Hillsborough
W806905,"AZEEM AND ASSOCIATES, LLC","=""20154644""",Resident,VALID,11/23/2021 12:00:00 AM,POMPANO BEACH,FL,"=""33062""",Broward
W806470,RECOVERY INSURANCE ADJUSTERS,"=""16190830""",Resident,VALID,11/22/2021 12:00:00 AM,PALM CITY,FL,"=""34990""",Martin
W806736,BJ CLAIMS PUBLIC ADJUSTERS LLC,"=""20154639""",Resident,VALID,11/23/2021 12:00:00 AM,WEST PALM BEACH,FL,"=""33409""",Palm Beach
W806717,ACCURRATE INSURANCE MANAGEMENT  SERVICES,"=""8667029""",Resident,VALID,11/23/2021 12:00:00 AM,CAPE CORAL,FL,"=""33904""",Lee
W806472,TOTAL CLAIMS INTERNATIONAL LLC.,"=""18888263""",Resident,VALID,11/22/2021 12:00:00 AM,OCALA,FL,"=""34480""",Dade
W806473,FUENTES CLAIM SOLUTIONS INC,"=""20152873""",Resident,VALID,11/22/2021 12:00:00 AM,NAPLES,FL,"=""34119""",Collier
W806474,COASTAL CLAIM CONSULTANTS LLC DBA ROCKWALL NATIONAL PUBLIC ADJUSTERS,"=""17925997""",Resident,VALID,11/22/2021 12:00:00 AM,POMPANO BEACH,FL,"=""33062""",Broward
W806680,CLAIM SAFE LLC,"=""20154640""",Resident,VALID,11/23/2021 12:00:00 AM,MIAMI,FL,"=""33125""",Dade
W806478,FGF CLAIMS CONSULTANT INC,"=""20152876""",Resident,VALID,11/22/2021 12:00:00 AM,DAVIE,FL,"=""33328""",Broward
W806479,"SUNPOINT PUBLIC ADJUSTERS, INC.","=""18874785""",Resident,VALID,11/22/2021 12:00:00 AM,NAPLES,FL,"=""34103""",Collier
W806481,HOME SAFE CLAIMS,"=""19946749""",Resident,VALID,11/22/2021 12:00:00 AM,SUNRISE,FL,"=""33351""",Broward
W806483,LIFELINE PUBLIC ADJUSTERS,"=""20152869""",Resident,VALID,11/22/2021 12:00:00 AM,ORLANDO,FL,"=""32819""",Orange
W806737,SUASPONTE CLAIMS EXPERTS INC,"=""20154617""",Resident,VALID,11/23/2021 12:00:00 AM,MIAMI,FL,"=""33177""",Dade
W806720,ASK AN ADJUSTER CFL LLC,"=""20154620""",Resident,VALID,11/23/2021 12:00:00 AM,ORLANDO,FL,"=""32801""",Seminole
W813550,OMEGA PUBLIC ADJUSTING,"=""20178746""",Resident,VALID,12/16/2021 12:00:00 AM,MELBOURNE BEACH,FL,"=""32951""",Brevard
W813328,NOVAREZ PUBLIC ADJUSTER LLC.,"=""20177202""",Resident,VALID,12/15/2021 12:00:00 AM,ORLANDO,FL,"=""32827""",Orange
W806682,"UNPAID CLAIMS, LLC DBA ARCHER CLAIMS","=""20154616""",Resident,VALID,11/23/2021 12:00:00 AM,CAPE CORAL,FL,"=""33904""",Lee
W807653,"FOREMOST PUBLIC ADJUSTERS, INC.","=""20158638""",Resident,VALID,11/29/2021 12:00:00 AM,CORAL GABLES,FL,"=""33146""",Dade
W806689,CLAIMS ELEMENTS CONSULTANTS INC,"=""20154643""",Resident,VALID,11/23/2021 12:00:00 AM,DAVIE,FL,"=""33326""",Broward
W806487,THE WEAVER ADJUSTMENT GROUP,"=""20152887""",Non-Resident,VALID,11/22/2021 12:00:00 AM,LANCASTER,PA,"=""17603""",
W806699,ASKANADJUSTER SPACE COAST LLC,"=""20154645""",Resident,VALID,11/23/2021 12:00:00 AM,MELBOURNE,FL,"=""32934""",Brevard
W830994,LET US CLAIM CONSULTANTS INSURANCE INC,"=""20243882""",Resident,VALID,2/21/2022 12:00:00 AM,ORLANDO,FL,"=""32827""",Orange
W806687,LADDER & HEELS ADJUSTING LLC,"=""20154638""",Resident,VALID,11/23/2021 12:00:00 AM,KISSIMMEE,FL,"=""34741""",Osceola
W808716,NO STRESS INSURANCE CLAIMS OF CENTRAL FLORIDA,"=""20162266""",Resident,VALID,12/1/2021 12:00:00 AM,"ALTAMONTE SPRINGS, FL 32714",FL,"=""32714""",Seminole
W808718,"PAIGE INSURANCE ADJUSTING, LLC","=""20162275""",Resident,VALID,12/1/2021 12:00:00 AM,BOCA RATON,FL,"=""33433""",Palm Beach
W825153,CREDI CLAIMS CONSULTANTS LLC,"=""20224884""",Resident,VALID,2/2/2022 12:00:00 AM,FT. LAUDERDALE,FL,"=""33301""",Broward
W807218,"PEAK PUBLIC ADJUSTERS, INC","=""20155970""",Resident,VALID,11/24/2021 12:00:00 AM,MIAMI,FL,"=""33175""",Dade
W807008,"PROACTIVE CLAIM SOLUTIONS, INC.","=""20154636""",Resident,VALID,11/23/2021 12:00:00 AM,PINECREST,FL,"=""33156""",Dade
W807009,ELM PUBLIC ADJUSTING,"=""20154629""",Resident,VALID,11/23/2021 12:00:00 AM,OVIEDO,FL,"=""32765""",Seminole
W807219,"ALL CLAIMS EXPERTS, LLC.","=""20155956""",Resident,VALID,11/24/2021 12:00:00 AM,CUTLER BAY,FL,"=""33157""",Dade
W807012,APEX ADJUSTERS LLC,"=""20154637""",Resident,VALID,11/23/2021 12:00:00 AM,LONGWOOD,FL,"=""32779""",Seminole
W807290,"MONARCH CLAIMS CONSULTANTS, INC.","=""19780032""",Resident,VALID,11/24/2021 12:00:00 AM,MIAMI,FL,"=""33186""",Dade
W807449,PLATINUM PUBLIC ADJUSTERS INC,"=""20156970""",Resident,VALID,11/28/2021 12:00:00 AM,HOLLYWOOD,FL,"=""33021""",Broward
W808731,STANDARD CLAIMS LLC,"=""20162269""",Resident,VALID,12/1/2021 12:00:00 AM,MIRAMAR,FL,"=""33027""",Broward
W822801,"TOTAL CLAIMS ADJUSTING, INC","=""20215584""",Resident,VALID,1/25/2022 12:00:00 AM,PEMBROKE PINES,FL,"=""33027""",Broward
W826837,"TOP TIER PUBLIC ADJUSTERS, LLC","=""20231039""",Resident,VALID,2/8/2022 12:00:00 AM,MAITLAND,FL,"=""32751""",Orange
W823814,S&L CLAIMS CONSULTING,"=""20218818""",Resident,VALID,1/27/2022 12:00:00 AM,PEMBROKE PINES,FL,"=""33028""",Broward
W824632,DEVORAH PUBLIC ADJUSTERS LLC,"=""20223667""",Resident,VALID,2/1/2022 12:00:00 AM,SANFORD,FL,"=""32771""",Seminole
W818023,PHOENIX CLAIMS CONSULTING,"=""20110738""",Resident,VALID,1/7/2022 12:00:00 AM,COCONUT CREEK,FL,"=""33073""",Broward
W822916,SURFSIDE PUBLIC ADJUSTERS,"=""20215598""",Resident,VALID,1/25/2022 12:00:00 AM,INDIAN HARBOUR BEACH,FL,"=""32937""",Brevard
W822920,PRIME PUBLIC ADJUSTERS,"=""20215587""",Resident,VALID,1/25/2022 12:00:00 AM,KISSIMMEE,FL,"=""34744""",Osceola
W805487,"STERLING PUBLIC ADJUSTERS, LLC","=""20148932""",Resident,VALID,11/18/2021 12:00:00 AM,BOCA RATON,FL,"=""33498""",Palm Beach
W823414,AARAYA PUBLIC ADJUSTING,"=""20217185""",Resident,VALID,1/26/2022 12:00:00 AM,LUTZ,FL,"=""33558""",Pasco
W805288,RIVER CITY CLAIMS,"=""20148891""",Resident,VALID,11/18/2021 12:00:00 AM,ST AUGUSTINE,FL,"=""32092""",St. Johns
W829544,ELITE CLAIMS CONSULTANTS,"=""19877658""",Resident,VALID,2/16/2022 12:00:00 AM,NAPLES,FL,"=""34110""",Collier
W805292,"BETTERWAY CLAIM ADJUSTERS, LLC","=""20148916""",Resident,VALID,11/18/2021 12:00:00 AM,MIAMI,FL,"=""33133""",Dade
W805427,JLF INSURANCE CLAIM ADJUSTING INC.,"=""20148950""",Resident,VALID,11/18/2021 12:00:00 AM,NAPLES,FL,"=""34114""",Collier
W805294,FLORIDA ADJUSTERS GROUP INC,"=""20148935""",Resident,VALID,11/18/2021 12:00:00 AM,KISSIMMEE,FL,"=""34746""",Osceola
W824798,CATASTROPHE SERVICES INC.,"=""20223665""",Resident,VALID,2/1/2022 12:00:00 AM,PORT SAINT LUCIE,FL,"=""34952""",St. Lucie
W822280,FLORIDA LOSS CONSULTING CORP,"=""20214729""",Resident,VALID,1/24/2022 12:00:00 AM,MIAMI,FL,"=""33131""",Dade
W822930,HORIZON PUBLIC ADJUSTERS,"=""20215586""",Resident,VALID,1/25/2022 12:00:00 AM,WINTER PARK,FL,"=""32789""",Orange
W818361,ANCHOR PUBLIC ADJUSTING,"=""20198139""",Resident,VALID,1/9/2022 12:00:00 AM,TARPON SPRINGS,FL,"=""34689""",Pinellas
W809190,OMAR,"=""20163426""",Resident,VALID,12/2/2021 12:00:00 AM,MIAMI,FL,"=""33185""",Dade
W809191,"LESSER AND COMPANY, INC.","=""8095587""",Resident,VALID,12/2/2021 12:00:00 AM,MIAMI LAKES,FL,"=""33186""",Dade
W831509,INTERNATIONAL ZP CONSULTING INC DBA IZP CONSULTING,"=""20246180""",Resident,VALID,2/22/2022 12:00:00 AM,PLANTATION,FL,"=""33324""",Broward
W813730,FOX ADJUSTERSLLC,"=""20178745""",Resident,VALID,12/16/2021 12:00:00 AM,MAITLAND,FL,"=""32751""",Orange
W817480,ADVOCATE CLAIMS PUBLIC ADJUSTERS,"=""20195404""",Resident,VALID,1/5/2022 12:00:00 AM,COCONUT CREEK,FL,"=""33073""",Broward
W807706,CENTRAL FLORIDA PROPERTY CLAIMS DBA INHOUSE ADJUSTING,"=""20158637""",Resident,VALID,11/29/2021 12:00:00 AM,ORLANDO,FL,"=""32814""",Orange
W807707,MAX CLAIM CONSULTANTS,"=""20158629""",Resident,VALID,11/29/2021 12:00:00 AM,PEMBROKE PINES,FL,"=""33029""",Broward
W807809,NATIONWIDE PUBLIC ADJUSTERS LLC,"=""20160316""",Resident,VALID,11/30/2021 12:00:00 AM,DORAL,FL,"=""33178""",Dade
W807963,YOUNG ADJUSTMENT COMPANY INC,"=""2014181""",Non-Resident,VALID,11/30/2021 12:00:00 AM,BLUE BELL,PA,"=""19422""",
W807547,CHAU CONSULTING CORP,"=""20158634""",Resident,VALID,11/29/2021 12:00:00 AM,MIAMI,FL,"=""33175""",Dade
W806239,NO LIMIT PUBLIC ADJUSTERS LLC,"=""20152843""",Resident,VALID,11/22/2021 12:00:00 AM,ROCKLEDGE,FL,"=""32955""",Brevard
W806242,"FOUR WINDS PUBLIC ADJUSTERS, INC","=""20152881""",Resident,VALID,11/22/2021 12:00:00 AM,LAUDERHILL,FL,"=""33351""",Broward
W806202,SUPREME PUBLIC ADJUSTING LLC,"=""19645412""",Resident,VALID,11/22/2021 12:00:00 AM,TAMPA,FL,"=""33602""",Hillsborough
W806223,"ALL LINES CONSULTING GROUP, LLC","=""20152850""",Resident,VALID,11/22/2021 12:00:00 AM,MIAMI BEACH,FL,"=""33141""",Dade
W824802,"LIGHTMAN & FIELDS PUBLIC INSURANCE ADJUSTERS, INC","=""20223680""",Resident,VALID,2/1/2022 12:00:00 AM,NORTH PALM BEACH,FL,"=""33408""",Palm Beach
W807549,"AAA A-1 ADJUSTERS ASSOCIATES LLC, DBA A1 ADJUSTERS ASSOCIATES LLC","=""20158620""",Resident,VALID,11/29/2021 12:00:00 AM,PEMBROKE PINES,FL,"=""33027""",Broward
W807438,FABBRO & COMPANY,"=""20156717""",Resident,VALID,11/26/2021 12:00:00 AM,CLEARWATER,FL,"=""33765""",Pinellas
W807439,"TRUE PUBLIC ADJUSTERS, INC.","=""20156716""",Resident,VALID,11/26/2021 12:00:00 AM,MIAMI,FL,"=""33173""",Dade
W809526,DOLPHIN PUBLIC ADJUSTERS INC.,"=""20164637""",Resident,VALID,12/3/2021 12:00:00 AM,MIAMI,FL,"=""33126""",Dade
W815767,AMERICAN CLAIMS LLC,"=""16606757""",Non-Resident,VALID,12/27/2021 12:00:00 AM,WESTMINSTER,CO,"=""80021""",
W820713,"ASAP PUBLIC ADJUSTING, INC","=""20207719""",Resident,VALID,1/18/2022 12:00:00 AM,HOLLYWOOD,FL,"=""33020""",Broward
W815698,RIGHT WAY PUBLIC ADJUSTING,"=""20187320""",Resident,VALID,12/27/2021 12:00:00 AM,TAMPA,FL,"=""33615""",Hillsborough
W839459,"ELITE RESOLUTIONS, INC.","=""20018512""",Resident,VALID,3/17/2022 12:00:00 AM,WESLEY CHAPEL,FL,"=""335435377""",Pasco
W822750,THE GOODMAN-GABLE-GOULD COMPANY,"=""7222968""",Non-Resident,VALID,1/25/2022 12:00:00 AM,BALTIMORE,MD,"=""21208""",
W810993,KNIGHTS INSURANCE ADJUSTING & ESTIMATING LLC,"=""20169604""",Resident,VALID,12/8/2021 12:00:00 AM,GENEVA,FL,"=""32732""",Seminole
W811529,"LABRADOR CLAIMS CONSULTANTS, INC.","=""8431298""",Resident,VALID,12/9/2021 12:00:00 AM,ORLANDO,FL,"=""32825""",Orange
W810994,ALL FORCE ADJUSTING LLC,"=""20169606""",Resident,VALID,12/8/2021 12:00:00 AM,ORLANDO,FL,"=""32806""",Orange
W822281,BEACH FRONT CLAIMS CONSULTANTS,"=""20214734""",Resident,VALID,1/24/2022 12:00:00 AM,BOYNTON BEACH,FL,"=""33435""",Palm Beach
W807579,"NORTHSIDE ADJUSTERS, LLC","=""20158631""",Resident,VALID,11/29/2021 12:00:00 AM,CAPE CORAL,FL,"=""33914""",Lee
W807458,BROWN & ASSOCIATES CLAIMS SERVICES INC.,"=""20158626""",Resident,VALID,11/29/2021 12:00:00 AM,WEST PALM BEACH,FL,"=""33413""",Palm Beach
W807120,AMERICA'S PUBLIC INSURANCE ADJUSTERS INC.,"=""20155957""",Resident,VALID,11/24/2021 12:00:00 AM,NEW SMYRNA BEACH,FL,"=""321685452""",Volusia
W807445,GLOBALPRO RECOVERY INC.,"=""16825956""",Resident,VALID,11/28/2021 12:00:00 AM,MIAMI,FL,"=""33133""",Dade
W806834,MIAMI ADJUSTING SERVICES INC,"=""20154642""",Resident,VALID,11/23/2021 12:00:00 AM,MIAMI BEACH,FL,"=""33140""",Dade
W807105,"YOUR PUBLIC ADJUSTER, INC","=""20155961""",Resident,VALID,11/24/2021 12:00:00 AM,DELAND,FL,"=""32724""",Volusia
W807399,EXCLUSIVE PUBLIC ADJUSTING INC,"=""20155999""",Resident,VALID,11/24/2021 12:00:00 AM,NORTH MIAMI,FL,"=""33181""",Dade
W810932,ALPHA PUBLIC INSURANCE ADJUSTERS LLC,"=""20169603""",Resident,VALID,12/8/2021 12:00:00 AM,PLANTATION,FL,"=""33324""",Broward
W806839,THE GOLDEN CLAIM,"=""20154627""",Resident,VALID,11/23/2021 12:00:00 AM,ORLANDO,FL,"=""32824""",Orange
W806840,"DIMONT & ASSOCIATES, LLC","=""9497645""",Non-Resident,VALID,11/23/2021 12:00:00 AM,SAN DIEGO,CA,"=""92108""",
W811404,CARLOS QUIROZ,"=""20171092""",Resident,VALID,12/9/2021 12:00:00 AM,WESLEY CHAPEL,FL,"=""33554""",Hillsborough
W811053,ACORN ADJUSTING,"=""20169611""",Resident,VALID,12/8/2021 12:00:00 AM,SARASOTA,FL,"=""34239""",Sarasota
W822405,BLUEPRINT CLAIMS LLC,"=""16827284""",Resident,VALID,1/24/2022 12:00:00 AM,DORAL,FL,"=""33122""",Dade
W806247,GOLD STAR ADJUSTERS,"=""19058558""",Resident,VALID,11/22/2021 12:00:00 AM,JACKSONVILLE,FL,"=""32257""",Duval
W825621,FLORIDA LOSS PUBLIC ADJUSTERS INC,"=""20226459""",Resident,VALID,2/3/2022 12:00:00 AM,PEMBROKE PINES,FL,"=""33024""",Broward
W805405,"FIRST CALL PUBLIC ADJUSTERS, LLC","=""20148918""",Resident,VALID,11/18/2021 12:00:00 AM,SANFORD,FL,"=""32771""",Seminole
W805406,ALL RISK CLAIMS CONSULTANTS,"=""16622593""",Resident,VALID,11/18/2021 12:00:00 AM,MIAMI,FL,"=""33137""",Dade
W805475,ADR FLORIDA INC.,"=""19842551""",Resident,VALID,11/18/2021 12:00:00 AM,CLEARWATER,FL,"=""33761""",Pinellas
W805407,GLOBAL CLAIMS SERVICES,"=""20148915""",Resident,VALID,11/18/2021 12:00:00 AM,CASSELBERRY,FL,"=""32707""",Seminole
W825735,BULLDOG ADJUSTERS,"=""20226443""",Resident,VALID,2/3/2022 12:00:00 AM,HALLANDALE BEACH,FL,"=""33009""",Broward
W805470,GOLDEN YEARS INSURANCE GROUP INC DBA GOLDEN YEARS PUBLIC ADJUSTERS,"=""15770674""",Resident,VALID,11/18/2021 12:00:00 AM,CRYSTAL RIVER,FL,"=""34429""",Citrus
W805485,FLORIDA CLAIMS ADVISORS INC,"=""20148920""",Resident,VALID,11/18/2021 12:00:00 AM,MIAMI,FL,"=""33179""",Dade
W805409,IFILE CLAIMS LLC,"=""20148895""",Resident,VALID,11/18/2021 12:00:00 AM,TAMPA,FL,"=""33647""",Hillsborough
W805410,PANTHER PUBLIC ADJUSTING,"=""19819131""",Resident,VALID,11/18/2021 12:00:00 AM,NORTH MIAMI BEACH,FL,"=""33162""",Dade
W805411,EXECUTIVE INSURANCE CLAIMS SERVICES CORP,"=""20148922""",Resident,VALID,11/18/2021 12:00:00 AM,MIAMI,FL,"=""33183""",Dade
W805412,LMNTARY CONSULTING GROUP LLC,"=""20148948""",Resident,VALID,11/18/2021 12:00:00 AM,ORANGE PARK,FL,"=""32073""",Clay
W805413,"A&H PUBLIC ADJUSTERS, CORP.","=""20148926""",Resident,VALID,11/18/2021 12:00:00 AM,DORAL,FL,"=""33172""",Dade
W805478,"AMERILOSS, INC","=""20148898""",Resident,VALID,11/18/2021 12:00:00 AM,MIRAMAR,FL,"=""33027""",Broward
W805414,CLAIM CONCEPTS,"=""20148946""",Resident,VALID,11/18/2021 12:00:00 AM,PALM BEACH GARDENS,FL,"=""33410""",Palm Beach
